person_id,vehicle_id,age_range,gender,majority_minority,education,income,married,children,postal_code
217649,217649,26-39,male,majority,high school,middle class,1,0,10238
928354,928354,26-39,female,majority,university,upper class,0,1,10238
788907,788907,65+,male,majority,high school,upper class,1,1,10238
435893,435893,16-25,male,majority,high school,middle class,0,0,10238
679137,679137,40-64,male,majority,university,middle class,0,1,10238
538031,538031,16-25,male,majority,high school,working class,0,0,10238
693279,693279,40-64,male,minority,none,upper class,1,1,10238
716777,716777,65+,female,majority,high school,upper class,1,1,10238
939560,939560,26-39,male,minority,high school,upper class,1,1,32765
164894,164894,65+,male,majority,university,upper class,0,1,92101
786670,786670,16-25,female,majority,none,poverty,0,0,10238
879579,879579,26-39,female,majority,high school,working class,1,0,10238
981511,981511,40-64,female,majority,high school,upper class,1,1,32765
376531,376531,26-39,female,majority,high school,poverty,0,0,32765
809298,809298,65+,male,majority,university,upper class,1,1,10238
772387,772387,40-64,male,majority,high school,middle class,1,1,10238
981297,981297,65+,female,minority,university,upper class,1,1,10238
115958,115958,26-39,female,majority,high school,poverty,1,1,10238
362009,362009,16-25,male,majority,university,poverty,0,0,10238
390132,390132,16-25,female,majority,high school,poverty,0,0,10238
233436,233436,26-39,female,majority,university,upper class,0,0,10238
763104,763104,16-25,male,majority,high school,poverty,0,0,10238
611581,611581,16-25,female,majority,none,poverty,0,0,32765
599285,599285,40-64,female,majority,none,middle class,1,0,10238
845052,845052,26-39,male,majority,none,working class,0,1,10238
55307,55307,26-39,female,majority,university,upper class,0,1,10238
124198,124198,26-39,male,minority,university,middle class,0,1,10238
234534,234534,65+,female,majority,high school,upper class,1,1,10238
820342,820342,40-64,female,minority,university,upper class,1,0,10238
639413,639413,26-39,male,majority,none,poverty,0,0,10238
206287,206287,65+,female,majority,university,upper class,1,1,32765
964920,964920,65+,male,majority,university,upper class,1,1,21217
898864,898864,26-39,female,majority,high school,middle class,1,1,10238
863443,863443,65+,male,majority,university,upper class,0,1,10238
21970,21970,26-39,female,majority,none,poverty,0,1,10238
848667,848667,16-25,female,majority,university,upper class,1,0,10238
299972,299972,16-25,female,majority,high school,poverty,0,0,10238
167901,167901,65+,male,minority,high school,upper class,1,1,32765
836212,836212,40-64,male,majority,high school,working class,1,1,10238
790055,790055,26-39,female,majority,none,working class,1,0,10238
966182,966182,65+,female,majority,university,upper class,1,1,10238
29709,29709,16-25,male,majority,university,middle class,0,0,21217
487679,487679,16-25,female,majority,high school,working class,1,0,10238
147148,147148,26-39,female,majority,high school,working class,0,1,10238
990642,990642,65+,male,majority,none,middle class,0,0,10238
377426,377426,16-25,female,majority,high school,working class,1,0,10238
152261,152261,40-64,male,majority,high school,upper class,1,1,92101
332981,332981,16-25,female,majority,high school,working class,1,0,10238
587731,587731,16-25,male,majority,university,middle class,0,0,10238
149960,149960,16-25,male,majority,university,poverty,0,1,10238
645328,645328,40-64,female,majority,university,upper class,1,1,10238
694648,694648,65+,male,majority,university,middle class,1,1,92101
458705,458705,16-25,male,majority,none,poverty,0,0,32765
171542,171542,26-39,female,majority,none,middle class,1,1,10238
703666,703666,65+,male,majority,high school,upper class,1,1,10238
237440,237440,16-25,female,majority,none,poverty,1,1,10238
106656,106656,16-25,female,majority,high school,poverty,1,0,10238
546789,546789,26-39,female,majority,high school,upper class,1,1,92101
298448,298448,26-39,male,majority,university,upper class,1,1,32765
282809,282809,26-39,female,majority,high school,working class,0,0,10238
87793,87793,65+,female,majority,university,upper class,0,1,10238
325565,325565,40-64,male,majority,university,upper class,1,1,10238
865541,865541,65+,male,majority,university,upper class,1,1,10238
136686,136686,26-39,female,majority,high school,working class,1,1,10238
802004,802004,26-39,male,majority,high school,middle class,1,1,10238
262098,262098,65+,male,majority,high school,upper class,1,1,10238
254918,254918,26-39,male,majority,none,middle class,0,1,10238
910677,910677,65+,female,minority,high school,upper class,1,1,32765
547750,547750,16-25,male,majority,university,working class,0,0,10238
871213,871213,26-39,male,majority,university,middle class,0,1,10238
437131,437131,40-64,female,majority,high school,upper class,1,1,92101
250758,250758,16-25,male,majority,university,working class,0,1,10238
569452,569452,26-39,male,majority,high school,working class,1,1,32765
862136,862136,26-39,male,majority,university,working class,1,0,92101
652211,652211,40-64,male,majority,university,upper class,1,0,10238
876412,876412,26-39,female,majority,high school,poverty,0,1,10238
622100,622100,16-25,female,majority,university,upper class,0,0,10238
757549,757549,26-39,female,majority,university,working class,0,1,32765
2387,2387,16-25,female,majority,university,middle class,0,0,10238
528269,528269,26-39,female,majority,high school,working class,0,1,32765
902327,902327,65+,male,majority,high school,middle class,1,1,10238
232104,232104,26-39,male,majority,none,poverty,1,0,32765
945458,945458,40-64,male,majority,none,working class,1,1,32765
384016,384016,65+,female,majority,high school,working class,0,1,32765
867596,867596,26-39,female,majority,high school,working class,1,1,10238
11018,11018,65+,female,majority,university,upper class,1,1,10238
728493,728493,26-39,female,majority,university,upper class,1,0,10238
402717,402717,40-64,female,majority,high school,middle class,1,1,10238
878696,878696,16-25,male,majority,university,working class,0,0,10238
614195,614195,16-25,female,majority,high school,working class,0,0,10238
527311,527311,40-64,female,majority,university,upper class,1,1,32765
700215,700215,16-25,male,majority,high school,working class,0,0,10238
344689,344689,65+,male,minority,university,upper class,1,1,10238
909432,909432,40-64,female,majority,high school,upper class,1,1,10238
789378,789378,40-64,male,majority,high school,middle class,0,0,10238
857314,857314,16-25,female,majority,high school,poverty,0,1,10238
691440,691440,40-64,female,majority,high school,middle class,1,1,10238
255458,255458,16-25,female,majority,high school,middle class,1,1,10238
380785,380785,65+,male,majority,high school,upper class,1,1,10238
314661,314661,40-64,female,majority,none,poverty,0,1,10238
976565,976565,16-25,male,majority,high school,poverty,1,1,10238
864,864,16-25,female,majority,university,middle class,0,0,32765
276148,276148,40-64,female,majority,university,middle class,0,1,10238
948661,948661,16-25,female,majority,high school,poverty,0,0,10238
500669,500669,26-39,female,majority,high school,poverty,0,1,32765
779949,779949,26-39,male,majority,high school,middle class,0,1,10238
255325,255325,26-39,female,majority,university,upper class,1,1,10238
709025,709025,65+,female,majority,high school,middle class,1,1,10238
622416,622416,40-64,female,majority,university,upper class,0,1,10238
20282,20282,26-39,female,majority,university,upper class,1,1,10238
665382,665382,65+,female,minority,high school,upper class,1,1,10238
812400,812400,16-25,female,minority,high school,working class,0,0,32765
980227,980227,40-64,male,majority,university,upper class,1,0,92101
254721,254721,65+,male,majority,high school,upper class,1,0,32765
892200,892200,26-39,male,majority,university,upper class,1,1,10238
273182,273182,65+,female,majority,university,upper class,0,0,10238
633166,633166,40-64,female,majority,none,working class,1,1,10238
607957,607957,65+,male,majority,university,upper class,1,1,10238
474543,474543,26-39,female,majority,high school,working class,1,0,10238
272051,272051,26-39,female,majority,none,poverty,0,0,10238
13803,13803,16-25,male,majority,none,poverty,0,0,10238
489335,489335,65+,female,majority,university,upper class,0,1,10238
515068,515068,26-39,male,majority,university,middle class,1,1,10238
166,166,16-25,male,majority,university,upper class,0,0,10238
518489,518489,40-64,female,majority,high school,upper class,1,1,10238
2087,2087,40-64,male,majority,none,middle class,1,0,10238
709508,709508,26-39,female,majority,none,middle class,0,1,10238
999554,999554,65+,female,majority,high school,upper class,1,1,10238
728097,728097,65+,female,majority,high school,upper class,1,1,32765
797383,797383,26-39,male,majority,high school,working class,1,1,32765
334319,334319,16-25,male,majority,none,poverty,0,0,10238
658487,658487,26-39,male,majority,high school,upper class,0,1,10238
421465,421465,65+,male,majority,university,upper class,0,1,10238
3308,3308,40-64,male,minority,university,upper class,0,1,32765
465907,465907,65+,male,majority,university,upper class,1,1,10238
374706,374706,40-64,male,majority,high school,upper class,1,1,10238
671872,671872,26-39,female,majority,high school,working class,1,1,32765
455207,455207,16-25,female,majority,high school,middle class,1,0,10238
790787,790787,40-64,female,majority,high school,working class,0,1,10238
112631,112631,16-25,female,majority,none,poverty,0,0,10238
860951,860951,26-39,male,majority,high school,working class,0,0,10238
304729,304729,40-64,female,majority,high school,upper class,0,1,10238
783247,783247,26-39,female,majority,university,upper class,1,1,10238
624964,624964,65+,male,majority,university,upper class,1,1,32765
562660,562660,16-25,female,majority,high school,poverty,1,0,10238
458376,458376,26-39,male,majority,none,working class,1,1,10238
179327,179327,40-64,female,majority,university,upper class,1,1,32765
521217,521217,16-25,male,majority,university,middle class,0,0,10238
35060,35060,65+,female,majority,university,upper class,0,1,10238
461574,461574,40-64,female,majority,high school,upper class,0,1,10238
115983,115983,40-64,male,minority,high school,middle class,0,1,92101
255136,255136,65+,female,majority,university,upper class,0,1,10238
359219,359219,65+,male,majority,high school,upper class,1,0,10238
908912,908912,40-64,male,majority,university,upper class,1,1,10238
569710,569710,40-64,female,minority,none,upper class,1,0,92101
119342,119342,16-25,female,majority,none,poverty,0,0,10238
508233,508233,26-39,female,majority,high school,upper class,0,1,10238
915696,915696,26-39,female,majority,high school,middle class,0,1,10238
149588,149588,40-64,male,majority,university,upper class,1,1,32765
382343,382343,65+,female,majority,high school,upper class,1,1,10238
676727,676727,26-39,female,majority,high school,middle class,1,1,32765
779931,779931,40-64,male,minority,university,middle class,0,1,10238
744484,744484,40-64,female,majority,none,upper class,1,1,92101
612786,612786,40-64,male,majority,high school,middle class,0,1,10238
210810,210810,26-39,female,majority,none,working class,0,1,10238
989711,989711,40-64,male,majority,university,upper class,1,1,32765
481495,481495,16-25,male,majority,high school,poverty,0,0,10238
935631,935631,65+,male,majority,high school,upper class,1,1,32765
255476,255476,26-39,male,majority,university,upper class,0,1,10238
415415,415415,16-25,male,majority,university,middle class,1,0,10238
341827,341827,16-25,female,majority,none,poverty,0,1,32765
802200,802200,26-39,female,minority,high school,working class,0,0,32765
582033,582033,26-39,female,minority,none,middle class,0,0,10238
448234,448234,40-64,female,majority,none,middle class,1,0,21217
91184,91184,65+,female,majority,high school,upper class,1,1,10238
702126,702126,26-39,female,majority,university,upper class,0,1,10238
582444,582444,26-39,female,majority,university,middle class,0,1,10238
699767,699767,26-39,male,majority,university,upper class,0,0,32765
379065,379065,40-64,female,majority,university,upper class,1,1,10238
364800,364800,40-64,male,majority,university,upper class,0,0,10238
839283,839283,65+,male,majority,university,upper class,0,1,32765
766042,766042,40-64,male,majority,high school,working class,0,1,10238
273073,273073,65+,male,majority,university,upper class,1,0,10238
964448,964448,16-25,male,majority,high school,upper class,1,0,32765
196094,196094,26-39,male,majority,high school,working class,0,0,10238
759265,759265,16-25,female,majority,none,poverty,0,0,32765
131932,131932,40-64,female,majority,university,upper class,0,0,32765
624831,624831,40-64,male,minority,high school,upper class,1,0,92101
161972,161972,65+,female,majority,university,upper class,1,1,32765
211993,211993,65+,male,majority,university,upper class,1,1,10238
314104,314104,26-39,male,majority,high school,working class,1,1,32765
770433,770433,26-39,male,majority,high school,working class,0,0,10238
973329,973329,16-25,female,majority,none,poverty,0,0,10238
119735,119735,26-39,female,majority,high school,upper class,0,0,10238
880077,880077,26-39,female,majority,university,middle class,0,1,10238
842700,842700,26-39,male,majority,high school,middle class,0,1,21217
577300,577300,40-64,female,majority,university,upper class,1,1,10238
937825,937825,40-64,female,majority,university,upper class,1,1,10238
888074,888074,40-64,female,majority,high school,upper class,0,1,32765
89787,89787,16-25,female,majority,none,poverty,1,0,32765
122014,122014,40-64,female,majority,university,middle class,0,0,10238
963384,963384,16-25,male,majority,high school,poverty,0,0,10238
18002,18002,16-25,male,minority,none,poverty,0,0,10238
195436,195436,40-64,female,majority,none,middle class,1,1,10238
666153,666153,26-39,female,majority,none,working class,1,1,92101
287539,287539,40-64,male,majority,university,middle class,1,1,10238
585988,585988,26-39,male,majority,university,upper class,0,0,10238
703726,703726,16-25,male,minority,none,poverty,0,0,32765
899283,899283,26-39,male,majority,university,upper class,1,1,10238
64000,64000,26-39,male,majority,high school,working class,0,1,32765
8982,8982,65+,male,majority,university,upper class,1,1,10238
708569,708569,40-64,male,majority,university,upper class,1,1,10238
148210,148210,40-64,female,majority,university,middle class,1,1,10238
889181,889181,40-64,female,majority,university,upper class,1,1,10238
391401,391401,65+,female,majority,high school,upper class,1,1,10238
398376,398376,26-39,male,majority,none,middle class,1,1,10238
39537,39537,16-25,male,majority,university,upper class,0,0,10238
859028,859028,65+,male,majority,high school,upper class,1,1,10238
365164,365164,65+,male,majority,university,upper class,1,1,10238
512493,512493,40-64,female,majority,high school,middle class,0,1,10238
436666,436666,26-39,male,majority,none,poverty,0,0,32765
216246,216246,65+,male,majority,high school,upper class,0,1,32765
950153,950153,26-39,male,majority,university,middle class,0,0,10238
932228,932228,16-25,female,majority,high school,middle class,0,1,10238
806138,806138,26-39,male,majority,university,upper class,1,1,10238
906049,906049,65+,male,majority,university,upper class,1,1,10238
163769,163769,40-64,female,majority,high school,working class,0,1,32765
360342,360342,16-25,female,majority,high school,poverty,0,0,10238
569125,569125,26-39,male,majority,none,working class,1,1,10238
352678,352678,16-25,male,majority,university,middle class,1,0,10238
712307,712307,40-64,male,majority,university,upper class,1,1,32765
652810,652810,16-25,male,majority,high school,middle class,0,0,10238
119550,119550,40-64,female,majority,high school,middle class,1,1,10238
44307,44307,16-25,male,majority,university,middle class,1,1,10238
485859,485859,65+,male,minority,high school,upper class,0,1,10238
34995,34995,40-64,female,majority,high school,upper class,1,0,10238
255073,255073,40-64,female,majority,university,upper class,0,1,10238
626989,626989,16-25,male,majority,high school,working class,0,0,92101
382582,382582,26-39,male,majority,high school,upper class,0,0,10238
31928,31928,40-64,male,majority,high school,upper class,0,1,32765
15689,15689,40-64,female,minority,high school,upper class,1,1,10238
540695,540695,40-64,male,majority,university,upper class,1,1,92101
245710,245710,16-25,female,majority,high school,poverty,0,0,10238
24167,24167,40-64,female,majority,high school,upper class,1,1,10238
9204,9204,26-39,female,majority,university,upper class,1,1,10238
994719,994719,40-64,female,majority,high school,working class,1,1,32765
272076,272076,40-64,female,minority,university,upper class,1,1,10238
582900,582900,65+,female,majority,high school,middle class,1,1,32765
889207,889207,40-64,female,majority,high school,upper class,1,0,32765
489132,489132,40-64,male,majority,high school,upper class,0,1,10238
996641,996641,40-64,female,majority,university,upper class,0,1,10238
804980,804980,65+,female,majority,high school,upper class,1,1,32765
682200,682200,16-25,male,majority,university,working class,0,0,10238
680896,680896,26-39,male,majority,university,middle class,1,0,32765
248899,248899,26-39,female,minority,university,middle class,0,1,10238
470135,470135,16-25,female,majority,university,working class,0,0,92101
179574,179574,26-39,male,minority,high school,poverty,0,0,92101
870637,870637,65+,female,minority,high school,upper class,1,1,10238
103803,103803,40-64,female,majority,university,middle class,1,1,32765
513509,513509,16-25,male,majority,none,poverty,0,0,10238
221933,221933,65+,female,majority,high school,middle class,0,0,10238
300334,300334,65+,female,majority,university,upper class,1,1,32765
527389,527389,65+,male,majority,university,middle class,1,1,10238
601420,601420,40-64,male,majority,high school,upper class,1,1,10238
966027,966027,65+,male,majority,university,upper class,1,1,10238
206507,206507,65+,female,majority,university,upper class,1,1,32765
541387,541387,65+,male,majority,high school,upper class,0,1,32765
197630,197630,40-64,male,majority,none,upper class,0,1,92101
952556,952556,40-64,male,majority,university,middle class,0,1,10238
526784,526784,26-39,female,majority,university,upper class,1,1,32765
832997,832997,16-25,female,majority,none,poverty,0,0,10238
12632,12632,65+,male,majority,university,upper class,1,1,92101
666832,666832,26-39,male,majority,high school,middle class,1,1,10238
512536,512536,40-64,male,minority,university,upper class,1,1,32765
816205,816205,16-25,male,majority,none,poverty,0,1,10238
756198,756198,40-64,male,majority,university,upper class,1,1,32765
713605,713605,16-25,male,majority,university,middle class,0,0,10238
967598,967598,40-64,female,majority,none,poverty,0,0,92101
647692,647692,65+,male,majority,none,middle class,1,1,10238
11860,11860,40-64,female,majority,high school,middle class,1,1,92101
480618,480618,40-64,female,majority,high school,middle class,1,1,10238
928169,928169,40-64,female,majority,high school,upper class,1,1,10238
485483,485483,16-25,male,majority,none,poverty,0,0,10238
865043,865043,40-64,female,majority,university,middle class,0,1,10238
89663,89663,16-25,male,majority,high school,working class,0,0,10238
688496,688496,16-25,male,majority,university,working class,0,0,10238
416761,416761,26-39,male,majority,university,upper class,1,0,10238
120097,120097,16-25,female,majority,high school,middle class,1,0,32765
150067,150067,26-39,female,majority,university,middle class,0,0,32765
228938,228938,26-39,male,majority,university,upper class,1,0,10238
507475,507475,40-64,male,majority,university,upper class,1,0,10238
62946,62946,26-39,male,majority,high school,middle class,0,1,10238
393344,393344,40-64,male,majority,none,poverty,0,0,10238
458811,458811,16-25,male,minority,university,working class,0,0,10238
556436,556436,26-39,male,majority,university,poverty,0,1,10238
983619,983619,40-64,male,majority,high school,upper class,1,1,10238
516920,516920,65+,male,minority,university,upper class,1,1,32765
746953,746953,26-39,female,majority,university,upper class,1,0,10238
651110,651110,65+,male,majority,high school,upper class,0,1,10238
927970,927970,40-64,male,minority,high school,upper class,0,1,10238
71714,71714,26-39,male,majority,university,upper class,0,1,10238
614360,614360,65+,male,majority,high school,middle class,1,1,10238
910378,910378,26-39,male,majority,university,upper class,1,1,10238
551216,551216,65+,female,majority,high school,upper class,1,1,10238
24512,24512,26-39,male,minority,high school,working class,0,0,10238
864083,864083,65+,male,majority,high school,upper class,1,1,32765
823356,823356,16-25,male,majority,university,working class,0,0,10238
451000,451000,40-64,female,majority,university,upper class,0,1,10238
694915,694915,65+,female,minority,university,upper class,1,1,10238
238041,238041,40-64,female,majority,university,upper class,0,0,10238
546701,546701,65+,female,majority,university,upper class,1,1,10238
875174,875174,40-64,female,majority,high school,upper class,0,1,10238
535501,535501,16-25,female,majority,high school,working class,1,1,32765
704291,704291,40-64,female,majority,university,middle class,1,1,10238
977100,977100,40-64,male,majority,university,middle class,1,1,21217
802774,802774,65+,female,minority,university,upper class,1,1,10238
877457,877457,26-39,male,majority,university,upper class,1,1,10238
619509,619509,16-25,female,majority,high school,upper class,0,0,32765
629867,629867,26-39,female,majority,university,upper class,1,1,10238
519961,519961,40-64,male,majority,university,upper class,1,1,32765
706056,706056,65+,female,minority,none,middle class,1,0,10238
932232,932232,40-64,female,majority,university,upper class,1,1,10238
576420,576420,40-64,female,majority,university,middle class,1,1,10238
355326,355326,65+,female,majority,high school,upper class,1,0,10238
125877,125877,40-64,female,majority,university,upper class,0,0,10238
792068,792068,26-39,male,majority,high school,upper class,1,1,10238
824414,824414,65+,female,majority,none,upper class,1,1,32765
934839,934839,26-39,female,majority,high school,poverty,0,1,32765
769171,769171,40-64,female,majority,university,upper class,0,1,32765
561193,561193,65+,male,majority,university,upper class,1,1,32765
830701,830701,26-39,male,majority,university,middle class,0,0,21217
550573,550573,26-39,female,majority,high school,working class,0,1,10238
773172,773172,40-64,female,majority,high school,middle class,0,0,10238
413707,413707,16-25,male,majority,high school,poverty,0,0,32765
946635,946635,16-25,female,majority,high school,working class,0,0,32765
43235,43235,40-64,female,majority,high school,upper class,1,1,10238
335215,335215,40-64,male,majority,high school,upper class,0,0,10238
554674,554674,65+,female,majority,high school,upper class,1,1,10238
54762,54762,26-39,male,majority,high school,upper class,0,1,10238
159034,159034,26-39,female,majority,university,middle class,1,1,10238
909112,909112,26-39,male,majority,none,working class,0,0,32765
174031,174031,16-25,male,majority,high school,poverty,0,0,10238
48520,48520,40-64,male,majority,none,poverty,0,1,10238
372931,372931,40-64,female,majority,high school,upper class,1,1,10238
176958,176958,40-64,female,majority,university,upper class,0,0,10238
320695,320695,65+,male,majority,high school,upper class,0,1,32765
12037,12037,26-39,female,majority,university,upper class,0,0,32765
819469,819469,26-39,female,majority,university,upper class,0,1,10238
245486,245486,26-39,female,majority,high school,poverty,0,0,10238
925661,925661,65+,female,majority,university,upper class,1,1,10238
396849,396849,40-64,male,majority,university,upper class,0,1,10238
183666,183666,26-39,male,majority,none,middle class,0,0,10238
735613,735613,40-64,female,majority,none,middle class,1,1,21217
631211,631211,26-39,male,majority,high school,upper class,0,1,10238
291357,291357,26-39,male,majority,university,poverty,0,0,10238
609345,609345,16-25,female,majority,high school,poverty,1,0,10238
174251,174251,16-25,female,majority,none,poverty,0,0,10238
578173,578173,26-39,female,majority,none,working class,0,1,10238
749944,749944,40-64,male,majority,university,upper class,1,1,92101
130061,130061,26-39,male,majority,high school,middle class,0,0,10238
881302,881302,40-64,female,majority,high school,middle class,1,1,32765
623711,623711,65+,male,majority,high school,upper class,0,1,10238
971010,971010,65+,female,majority,university,upper class,0,1,10238
692065,692065,16-25,male,majority,high school,poverty,0,0,10238
513169,513169,26-39,female,majority,high school,upper class,0,1,10238
637794,637794,40-64,male,majority,university,upper class,1,0,32765
987779,987779,65+,female,majority,high school,upper class,1,1,10238
565084,565084,40-64,male,majority,university,upper class,1,1,10238
172920,172920,16-25,female,majority,none,poverty,0,0,10238
113172,113172,40-64,male,majority,university,upper class,1,0,10238
494013,494013,16-25,female,majority,high school,poverty,0,0,10238
296211,296211,26-39,male,majority,high school,working class,1,1,10238
579005,579005,26-39,female,majority,university,upper class,1,1,10238
787850,787850,65+,male,majority,university,upper class,1,1,32765
791808,791808,16-25,male,majority,high school,working class,1,1,32765
513302,513302,26-39,male,majority,high school,middle class,1,1,10238
370440,370440,26-39,female,minority,high school,upper class,0,0,32765
701556,701556,16-25,female,majority,none,poverty,0,0,10238
83127,83127,26-39,male,majority,university,upper class,1,1,10238
453152,453152,26-39,female,majority,high school,middle class,1,1,32765
843657,843657,65+,male,majority,high school,upper class,0,1,10238
980800,980800,65+,male,majority,university,upper class,1,1,10238
686824,686824,65+,female,majority,high school,upper class,0,1,10238
157185,157185,40-64,male,majority,university,upper class,1,0,10238
688770,688770,40-64,male,majority,university,upper class,0,1,10238
120411,120411,40-64,female,majority,high school,working class,0,0,32765
840397,840397,26-39,female,majority,university,middle class,0,1,10238
919934,919934,26-39,male,majority,university,upper class,1,0,32765
864818,864818,26-39,male,minority,high school,middle class,1,1,10238
969332,969332,16-25,female,majority,none,working class,0,0,10238
615462,615462,65+,female,majority,university,upper class,0,0,10238
589423,589423,40-64,female,majority,university,upper class,1,1,10238
112772,112772,65+,male,majority,university,upper class,0,1,10238
96095,96095,16-25,male,majority,none,poverty,0,0,10238
890246,890246,26-39,female,minority,none,working class,0,1,10238
72969,72969,65+,male,majority,university,upper class,1,1,10238
830081,830081,26-39,male,majority,university,middle class,0,1,10238
401166,401166,65+,female,majority,university,upper class,1,1,32765
311925,311925,40-64,female,majority,university,upper class,1,1,10238
681372,681372,26-39,male,majority,university,middle class,0,0,10238
282068,282068,26-39,female,majority,university,upper class,0,1,10238
893456,893456,16-25,female,majority,high school,middle class,0,0,10238
937991,937991,40-64,female,minority,high school,middle class,0,0,32765
566824,566824,26-39,female,majority,high school,poverty,0,1,10238
813442,813442,40-64,male,majority,none,working class,1,1,32765
982824,982824,26-39,female,majority,university,upper class,1,1,32765
93794,93794,26-39,female,majority,none,working class,1,1,92101
313846,313846,16-25,male,majority,high school,poverty,0,0,32765
510135,510135,40-64,female,minority,high school,upper class,0,1,10238
390703,390703,26-39,male,majority,university,middle class,0,1,10238
750372,750372,40-64,female,majority,university,upper class,0,1,10238
587909,587909,40-64,female,majority,university,upper class,0,1,10238
257044,257044,16-25,female,majority,high school,upper class,0,0,10238
90176,90176,16-25,male,majority,none,poverty,0,1,10238
737176,737176,65+,male,majority,high school,middle class,1,1,10238
560952,560952,40-64,male,majority,high school,poverty,1,1,10238
481909,481909,40-64,male,majority,high school,upper class,1,1,10238
75063,75063,40-64,female,majority,university,upper class,0,1,92101
618741,618741,40-64,female,minority,high school,upper class,1,1,10238
514856,514856,65+,female,majority,university,upper class,1,1,10238
388712,388712,40-64,male,majority,high school,upper class,1,0,10238
25949,25949,26-39,male,majority,high school,working class,1,0,10238
502785,502785,26-39,male,majority,university,upper class,1,1,10238
658244,658244,26-39,male,majority,university,upper class,0,0,10238
141211,141211,40-64,female,majority,high school,upper class,0,1,10238
456287,456287,26-39,male,majority,high school,working class,0,0,10238
10358,10358,40-64,male,majority,high school,upper class,1,1,10238
591890,591890,16-25,male,majority,high school,working class,0,0,10238
310357,310357,16-25,female,majority,none,poverty,1,0,32765
740462,740462,26-39,male,majority,high school,middle class,1,1,32765
609610,609610,16-25,female,majority,none,poverty,0,0,10238
395965,395965,40-64,male,majority,university,upper class,1,1,10238
466727,466727,65+,female,majority,university,upper class,1,1,10238
462639,462639,26-39,male,majority,university,upper class,0,0,10238
114270,114270,16-25,male,majority,university,upper class,1,0,10238
846279,846279,40-64,male,majority,high school,upper class,1,1,10238
498216,498216,16-25,female,majority,none,poverty,1,1,10238
181238,181238,40-64,male,majority,high school,upper class,1,1,32765
489213,489213,65+,male,majority,university,upper class,1,1,32765
853899,853899,40-64,male,majority,none,poverty,0,1,32765
906732,906732,40-64,male,majority,high school,middle class,1,1,10238
418029,418029,16-25,male,majority,none,poverty,1,0,10238
440763,440763,65+,female,majority,university,upper class,1,1,10238
17079,17079,26-39,male,majority,none,poverty,0,0,10238
18706,18706,26-39,male,majority,university,middle class,1,0,10238
468679,468679,16-25,female,majority,high school,working class,0,0,10238
764148,764148,16-25,female,majority,university,working class,1,1,10238
979921,979921,65+,female,majority,university,upper class,1,1,10238
529826,529826,40-64,male,majority,none,working class,1,1,10238
667847,667847,65+,male,majority,high school,upper class,1,1,10238
279295,279295,65+,female,majority,university,upper class,1,1,32765
472475,472475,16-25,female,majority,high school,poverty,0,0,32765
76071,76071,40-64,male,majority,university,upper class,0,1,10238
277926,277926,26-39,male,majority,high school,upper class,0,1,32765
708364,708364,65+,male,majority,university,upper class,1,0,32765
733548,733548,40-64,female,majority,high school,middle class,1,1,10238
866874,866874,65+,female,majority,university,upper class,1,1,21217
91104,91104,16-25,male,majority,university,upper class,0,1,32765
304877,304877,26-39,female,majority,high school,working class,0,0,32765
432729,432729,16-25,male,majority,university,working class,0,0,10238
12020,12020,16-25,male,majority,none,poverty,0,1,21217
496624,496624,40-64,female,majority,university,upper class,1,1,10238
94813,94813,40-64,male,majority,high school,middle class,1,1,10238
558724,558724,40-64,male,majority,university,middle class,0,1,10238
218261,218261,65+,male,majority,university,upper class,1,1,10238
257758,257758,26-39,female,majority,high school,middle class,1,0,21217
224969,224969,40-64,female,majority,high school,upper class,1,1,10238
358849,358849,65+,male,majority,university,upper class,1,1,32765
755962,755962,40-64,female,majority,university,middle class,1,1,10238
404091,404091,65+,male,majority,university,upper class,1,1,10238
892717,892717,65+,male,majority,university,upper class,1,1,10238
640704,640704,16-25,female,majority,high school,working class,1,0,32765
887420,887420,40-64,female,majority,high school,middle class,1,1,10238
949583,949583,16-25,female,majority,high school,poverty,0,0,92101
714752,714752,16-25,male,majority,university,working class,0,0,10238
522259,522259,26-39,female,minority,high school,working class,0,1,32765
423543,423543,65+,female,majority,high school,upper class,1,1,10238
945997,945997,16-25,female,majority,high school,poverty,0,0,32765
264228,264228,40-64,female,majority,university,upper class,1,1,10238
366732,366732,40-64,female,majority,high school,middle class,0,1,32765
89918,89918,40-64,female,majority,university,upper class,0,1,32765
890870,890870,65+,female,majority,university,upper class,0,1,10238
871129,871129,26-39,female,majority,university,upper class,1,0,10238
139118,139118,16-25,female,majority,university,poverty,0,0,10238
616159,616159,16-25,female,majority,none,poverty,0,0,32765
661353,661353,40-64,female,majority,none,working class,0,1,32765
483827,483827,16-25,female,majority,none,poverty,0,0,32765
660455,660455,26-39,female,majority,none,poverty,0,0,10238
248605,248605,40-64,female,majority,none,middle class,0,1,10238
521188,521188,26-39,male,majority,university,upper class,1,0,10238
856124,856124,16-25,female,majority,none,poverty,0,0,32765
259799,259799,16-25,female,majority,none,poverty,0,1,32765
113142,113142,40-64,male,majority,high school,upper class,0,1,32765
636047,636047,16-25,female,majority,none,poverty,0,0,10238
18301,18301,26-39,male,majority,high school,middle class,1,0,10238
659001,659001,40-64,male,minority,high school,upper class,1,1,10238
568922,568922,65+,female,majority,university,upper class,1,1,10238
